,ID, Media,Link,food type
1790,499637182064517120,oh look someone made the fryguy shruggie FOR REAL http://t.co/aiE8TIKbbg,http://pbs.twimg.com/media/Bu8RXo6CcAAauTT.jpg,Fried food
1794,498541989533847554,beware the milkshark  *jaws theme swimming* http://t.co/FLzzKiSjsP,http://pbs.twimg.com/media/BustTC3IgAAEaaP.png,Soup
1795,498171470166892544,pls help this important fundraiser thank you http://t.co/h5YI4Qg5uZ,http://pbs.twimg.com/media/BuncT-FIAAAY34F.jpg,Soup
1802,495303116217405442,What a good tipper. 100% http://t.co/ugswsLnHq0,http://pbs.twimg.com/media/Bt-rjx7IcAAASCx.jpg,Fried food
1813,494227024857157632,click the link below http://t.co/RSrQBlb4Hl,http://pbs.twimg.com/media/BtvY29mCcAE4M-2.jpg,Egg
1819,492781580599828480,Man Sends Wife Spreadsheet Of All Her Excuses Not To Have Eggs http://t.co/JEVa6ed6Zi,http://pbs.twimg.com/media/Bta2PGgCQAAmN9L.png,Meat
1823,491336009292840960,hey @alyankovic  we love you and we love parodies. so we parodied you with breakfast food. hope you like it. http://t.co/Xqu4eQAlpZ,http://pbs.twimg.com/media/BtGTfxDCQAAJpLR.jpg,Dairy product
1828,489815874983821312,a place to stay with 24/7 direct access to denny's http://t.co/nqZMXZO8j4,http://pbs.twimg.com/media/Bsws8LvCAAEOHgg.jpg,Vegetable/Fruit
1829,489460448929251328,so blink 182 has a new album coming out and so does their diner themed cover band http://t.co/t3jTVUVLPh,http://pbs.twimg.com/media/BsrprzdCUAAxcRx.jpg,Vegetable/Fruit
1830,489418044725530626,welcome to dencon. on your birthday you get an extra hour in the pit. http://t.co/DIwAGqtSDK,http://pbs.twimg.com/media/BsrDHkCIIAAeBvt.jpg,Dairy product
1840,486975016828149762,heard some of you don't mess with pancakes?  but that's none of my business http://t.co/0B0jF1OcKH,http://pbs.twimg.com/media/BsIVMnYCcAA07xI.jpg,Dairy product
1847,485111198308761601,party in the u.s.a. and also my mouth http://t.co/HOyYI8hS0W,http://pbs.twimg.com/media/Brt2EFQCUAEOaTh.jpg,Meat
1850,484131849149480960,Atari has arrived at Denny's: http://t.co/7bSfqYycgy http://t.co/CReUdYFjlN,http://pbs.twimg.com/media/Brf7WgBCEAAbSIR.jpg,Soup
1870,484059141661794304,Let's Red  White  and Blue Slam our way into the next round! GO AMERICA! http://t.co/kctrr4jbD6,http://pbs.twimg.com/tweet_video_thumb/Bre5ONnIgAACgYK.png,Dairy product
1897,479312864134823937,nice http://t.co/baqcxHdOfc,http://pbs.twimg.com/tweet_video_thumb/BqbcglUIEAAtTdI.png,Dessert
1940,472072540010340353,.@Seinfeld2000 imagen buble boy play denny's TP bboy: burger! it's a misprint! gorge: im sorry the card says bugger! http://t.co/AxV4PzED0H,http://pbs.twimg.com/media/Bo0jeSXIUAAy1HH.jpg,Fried food
1945,471408446966079488,When it comes to building a burger there's a template but you don't have to play by the rules if you don't want to. http://t.co/apuVU2jO2y,http://pbs.twimg.com/media/BorHe6KIAAEfeoL.jpg,Bread
1949,469980645012549632,Yolklops shoots yolk out of his visor. Don't laugh. Sure  it s yolk  but it s not like you can do it. #eggsmen #xmen http://t.co/FwEReScy9o,http://pbs.twimg.com/media/BoW05-MCcAAorOw.jpg,Bread
1950,469951081460408322,Shellossus can transform his entire body into an egg-shell. Not really the most useful power. #eggsmen #xmen http://t.co/EU0fYh4vBX,http://pbs.twimg.com/media/BoWaBI3CYAAuc4r.jpg,Dessert
1951,469931755902750722,Retractable whisks. Sure  it hurts him every time they come out  but he makes a mean omelet. #eggsmen #xmen http://t.co/xNizjuDFRY,http://pbs.twimg.com/media/BoWIcPvIAAAH666.jpg,Rice
1952,469913981365526528,His mind is so strong he can even force people who might not have ordered eggs  to order eggs. #eggsmen #xmen http://t.co/QgkUvS6Qtl,http://pbs.twimg.com/media/BoV4RnVCcAAJz1G.jpg,Vegetable/Fruit
1964,469268411185659905,me irl http://t.co/VRAFLzn68y,http://pbs.twimg.com/media/BoMtIhMCUAAttpd.jpg,Soup
1967,469214922258128898,hi http://t.co/CcsUcZLGp5,http://pbs.twimg.com/media/BoL8fCLIEAEpGja.jpg,Noodles/Pasta
1969,468574353416671232,anyway  here's 'wonderwall'... http://t.co/0FbqU4dECI,http://pbs.twimg.com/media/BoC1499CUAAVMJC.jpg,Dessert
1972,468154684466012160,Wouldn't you want to make the world a more beautiful place? http://t.co/FLCDm2H9hD,http://pbs.twimg.com/media/Bn84NE5CcAA8-by.jpg,Rice
1973,467375065181720576,If you're gonna decorate your mortarboard  do it right. http://t.co/K9BnQC72WT,http://pbs.twimg.com/media/BnxzJRrIAAAteDx.jpg,Rice
2008,464456176038461440,~talk denny's to me~ http://t.co/wdvb4aN3OC,http://pbs.twimg.com/media/BnIUbjCCMAA3qiY.jpg,Meat
2022,463449509045862400,Anybody brave enough to rock some breakfast couture at the #MetGala tonight? http://t.co/Wn5z0FjTNi,http://pbs.twimg.com/media/Bm6A336CAAAOjsK.jpg,Meat
2027,461520610443538432,It's Wednesday. http://t.co/xpBcVlV7fn,http://pbs.twimg.com/media/BmemjMpCMAA2vgx.jpg,Soup
2028,461290821312999424,.@Seinfeld2000 imagen seinfeld still on air today but in grand slam form http://t.co/pREuLVblp5,http://pbs.twimg.com/media/BmbVjtbCcAAIXHB.jpg,Seafood
2031,460796908370288640,What do you see? http://t.co/MAJ8cH3WcZ http://t.co/XdBmCHvJaj,http://pbs.twimg.com/media/BmUUWMVCYAAgIEa.jpg,Dairy product
2038,458988158021931008,Spotted @desusnice  a true member of ~DENNY'S FAM~  giving us a s/o on his podcast. #dennysfam #2dank http://t.co/vuxFRQAeNL,http://pbs.twimg.com/media/Bl6nTEOCEAA_8ls.png,Noodles/Pasta
2043,458258491602665472,French Toast so beautiful that it requires a close-up. http://t.co/FlxagCBSpu,http://pbs.twimg.com/media/BlwPq4SIUAACyy9.jpg,Dairy product
2045,458000953577181185,Paging all teen sleuths  did you leave your vehicle in our parking lot? http://t.co/qa7Fow0gst,http://pbs.twimg.com/media/BlslcNECEAAe_AY.jpg,Dessert
2054,456968355560574976,I think there's gonna be some huge  weird reveal on the #ScandalFinale tonight... http://t.co/rBEIMhniB8,http://pbs.twimg.com/media/Bld6TFCIAAAgX_4.jpg,Dessert
2060,456153933195390977,Pretty sure he said that. http://t.co/RTywlyjEGp,http://pbs.twimg.com/media/BlSVlcyCEAAvFKl.jpg,Meat
2069,455736768260632576,It wouldn t hurt drafting up your plans for Build Your Own French Toast before you get to the restaurant. http://t.co/VXz6z08Bw1,http://pbs.twimg.com/media/BlMaLReCcAAgHRA.jpg,Meat
2071,455460447567609856,Plus we'd provide a huge plethora of beverages for those dehydrated and those who are ~FOREVER THIRSTY~ http://t.co/0tPjBonnOM,http://pbs.twimg.com/media/BlIe3SsCAAAJkfk.png,Meat
2076,454737103172423680,Oh yes. http://t.co/clPVVy9x8u,http://pbs.twimg.com/media/Bk-M_GXIQAAr0GP.jpg,Meat
2078,454016869377126400,Sure  steam punk is a waste of valuable copper  but it makes everything look so...um...cool? http://t.co/uzKH1NQa22,http://pbs.twimg.com/media/Bkz97-3CMAADu5V.jpg,Soup
2079,454004731535314944,This or That? French FRIES or French TOAST? http://t.co/70Lfvfb4vL,http://pbs.twimg.com/media/Bkzy5dICAAAqCNa.jpg,Bread
2080,453994484955488256,Keep it going @FLTDF! http://t.co/wru4gB5ZGZ,http://pbs.twimg.com/media/BkzplCZCIAAtujx.jpg,Soup
2082,453371543523835906,It s okay  #Kentucky. We re here to turn that March Sadness into March Gladness. #MarchMadness http://t.co/CHE5F30y7p,http://pbs.twimg.com/media/BkqzBEuCQAA3jkq.jpg,Fried food
2087,452973358619951104,Talk about an ideal fantasy. #GameOfThrones http://t.co/fr1ay3RSxr,http://pbs.twimg.com/media/BklI3qXCAAAc1SW.jpg,Fried food
2088,452914723101478912,Fan Food Pic courtesty of tumblr user nelsonchin. http://t.co/RqrBM1yLXV,http://pbs.twimg.com/media/BkkTimOCQAAyVN8.jpg,Dessert
2090,452538798383964160,Sample Life. http://t.co/XTqQgKPp82,http://pbs.twimg.com/media/Bke9o6JCUAANuJz.jpg,Seafood
2091,452196991565438976,Diner fantasy: chocolate mug for chocolate milk. http://t.co/vTKuUHrnS9,http://pbs.twimg.com/media/BkaGxIvCQAE769v.jpg,Soup
2094,451816999807500288,"#tbt ""Classic Diner"" edition. http://t.co/xzkcY8b4Oq",http://pbs.twimg.com/media/BkUtKsaCUAAmMaF.jpg,Seafood
2096,451469282585477120,Lookin' good  French Toast! http://t.co/gPE3Ym2Zxf,http://pbs.twimg.com/media/BkPw65XCQAAVjIF.jpg,Dessert
2113,450754682743304192,Three cheers for the All-American Slam! http://t.co/JYke1YxwPB,http://pbs.twimg.com/media/BkFm_t9CcAAByEz.jpg,Seafood
2117,450430304985939968,SANCTUARY FOR ALL. BREAKFAST FOR ALL. THOSE WHO ARRIVE SURVIVE. #TheWalkingDead http://t.co/rjNzsoLGRJ,http://pbs.twimg.com/media/BkA_-dVCAAA1glU.jpg,Rice
2121,449640947689590784,This enviable Fan Food Pic via tumblr user girlinterupt3d. http://t.co/YiiWOq9taJ,http://pbs.twimg.com/media/Bj1yDzmCAAA74VI.jpg,Vegetable/Fruit
2123,449279396533133312,#tbt to the OG bell http://t.co/rBwd8cItdm,http://pbs.twimg.com/media/BjwpOxOCYAAJWXW.jpg,Seafood
2125,449192209955315712,It's just nachos. For breakfast. http://t.co/0pYeCrHlO0,http://pbs.twimg.com/media/BjvZ716CYAAZe-1.jpg,Fried food
2126,448935052659785729,Beauty is in the eye of the pancake. http://t.co/tLB5dluaQx,http://pbs.twimg.com/media/BjrwDUWCAAEjcBC.jpg,Vegetable/Fruit
2127,448934758739746817,2-D cheeseburger better than no cheeseburger  Minimal-dad always used to say. http://t.co/oEFjEDqbbx,http://pbs.twimg.com/media/BjrvyNZCIAAXBQt.jpg,Meat
2128,448934355788775424,Here are some minimalist food posters for you. If you look at them hard enough they might appear? OK probably not. http://t.co/3DVhl1mCiz,http://pbs.twimg.com/media/BjrvawSCQAAhowp.jpg,Rice
2136,446039921258545152,The burger's burger. http://t.co/56z2qVLTFt,http://pbs.twimg.com/media/BjCm8eyCUAAws0d.jpg,Fried food
2138,445358426428690432,This delicious Fan Food Pic via tumblr user sweeetstache. http://t.co/itltJbuETB,http://pbs.twimg.com/media/Bi47IQvCUAEWLS2.jpg,Bread
2140,444583921619988480,Here's a movie release we'd realllllyyy love. Pretty much anything about cheese  actually. http://t.co/Pe46gmD16T,http://pbs.twimg.com/media/Bit6uJWCUAAbaVK.jpg,Noodles/Pasta
2142,444230288160210944,#tbt to George Washington starting his day off right with a delicious stack of pancakes. http://t.co/X2pjFQivVi,http://pbs.twimg.com/media/Bio5F94CYAAGw48.jpg,Vegetable/Fruit
2147,443820292318560256,The 5th Judge Sweeps is underway! The dunk photo w/ the most favs/RTs will be our winner. Use #CollegeSlam to enter http://t.co/vveRZzP6iD,http://pbs.twimg.com/media/BijENEXCAAAmq9z.png,Seafood
2153,443477840151851008,It's Tuesday and you know what that means! Kids Eat Free! http://t.co/bbJ3Qw7JuH,http://pbs.twimg.com/media/BieMvuvCYAIHhPn.jpg,Meat
2155,442410516514754560,PANCAKE STRENGTH! http://t.co/StNCv9fmBO,http://pbs.twimg.com/media/BiPCBUmCIAAZ0am.png,Bread
2156,442041418727444480,Painstakingly crafted. Uplifting. Symmetrical. http://t.co/vUxMRd2YjF,http://pbs.twimg.com/media/BiJyVAuCUAAVlw_.jpg,Seafood
2157,441978594265280512,Happy 58th birthday  @BryanCranston! You're always welcome to baconize your special day here. http://t.co/do4gLDfrCc,http://pbs.twimg.com/media/BiI5MJYCMAAG_KK.jpg,Noodles/Pasta
2158,441700851690651649,Fact. http://t.co/OPzogALVLt,http://pbs.twimg.com/media/BiE8lY6CUAAsfa-.jpg,Dessert
2159,441337956423327744,Fan Food Pic via tumblr user justthewayyoulikeit. http://t.co/q5LTcJLr2M,http://pbs.twimg.com/media/Bh_yiG0CIAAjfVu.jpg,Noodles/Pasta
2162,440959161891692544,Make yr coworkers jealous with tasty office supplies! If it doesn't work just eat it! Win/win! #flaphacks http://t.co/g2pj1OANvQ,http://pbs.twimg.com/media/Bh6aBX2CIAAbrlW.jpg,Noodles/Pasta
2163,440954159492104192,A delicious pin cushion! Why not! #flaphacks http://t.co/tstFHlgruL,http://pbs.twimg.com/media/Bh6VeMcCAAATaoc.jpg,Noodles/Pasta
2164,440950234823155713,Wobbly table? Fix it up with a #flaphack! (And head to http://t.co/dnCJQmqBGB for GIF versions!) http://t.co/U39lI7Gdlu,http://pbs.twimg.com/media/Bh6R5v8CUAAh8RN.jpg,Meat
2165,440592689235361792,How cool would this hat be? http://t.co/bmWygApquk,http://pbs.twimg.com/media/Bh1Mt2FCEAAthmC.jpg,Bread
2170,440346411402407937,This is the only (nonexistent) nominee we reallllyyyy care about in our hearts. #Oscars http://t.co/MOvFNbRHRe,http://pbs.twimg.com/media/BhxsumYCMAAtEt9.jpg,Dessert
2171,440342758557876224,Nice  Spike Jonze! This version was more our style  but congrats nonetheless! #Oscars http://t.co/QiByyIDSUs,http://pbs.twimg.com/media/BhxpZ-fCAAAMw-s.jpg,Soup
2173,440339942460256256,oops our selfie also broke twitter (for being 2 cute  sry @TheEllenShow) #Oscars http://t.co/SvwG4Xk5gE,http://pbs.twimg.com/media/Bhxm2DsCcAAwS81.png,Soup
2190,440291434654998528,Still waiting for an A-list celeb to walk down the red carpet in our tasteful (lol) egg hat. Would you? http://t.co/rgHakVuITR,http://pbs.twimg.com/media/Bhw6uiDCIAACpjR.jpg,Rice
2193,439905619298885632,Fan Food Pic via tumblr user ejong. http://t.co/uxQ2GuPoMA,http://pbs.twimg.com/media/Bhrb1HLCMAEPkwn.jpg,Rice
2194,439229123152449536,Hey @ScandalABC  breakfast is handled. #ScandalThursday http://t.co/rwZezNihm2,http://pbs.twimg.com/media/Bhh0j3TCEAA4k7Q.jpg,Fried food
2195,439151876911923200,Here's a fun  old ad for #tbt. Enjoy! http://t.co/sKnV0pceRx,http://pbs.twimg.com/media/BhguThpIgAEHoFa.jpg,Rice
2196,438843574990278656,What if #Survivor was about diner staff providing 5-star service on an island? More like #Servivor! BA-DUM-TISH! http://t.co/65hFiH7m4I,http://pbs.twimg.com/media/BhcV6AeCEAEIGkC.jpg,Fried food
2199,438032595599650817,Build Your Own Skillet and control your delicious destiny. http://t.co/R2EYOC0pkV,http://pbs.twimg.com/media/BhQ0Uy1CcAANZZ-.jpg,Rice
2206,436246296572096512,My eggy little lumps  check it out http://t.co/G05t86RAyg,http://pbs.twimg.com/media/Bg3bsgZCcAA7TOG.jpg,Dairy product
2207,436196759606280192,I can see your halo  halo  halo. RT@ATfromdaATL @DennysDiner And @caandersonn all in one pic #blessed http://t.co/Ro5LTrz9SR,http://pbs.twimg.com/media/BgzI-ZIIYAAlGIg.jpg,Fried food
2208,435898348155838464,"If you look up ""Tuesday"" in the Denny's Dictionary it just says ""Kids Eat Free."" Weird. http://t.co/AszIAdPNF0",http://pbs.twimg.com/media/BgyfPO5CMAAqexY.jpg,Rice
2210,435866879928713216,You can take Build Your Own Skillets as seriously as you want at Denny's. http://t.co/EyaeLQfvdl,http://pbs.twimg.com/media/BgyCniqCQAAp3IB.png,Noodles/Pasta
2215,435538980352688128,Happy Presidents Day! Being a rock is hungry business. http://t.co/zHnPQmXxHi,http://pbs.twimg.com/media/BgtYZRUCIAASykF.jpg,Vegetable/Fruit
2217,435203777096712192,Simple. Delicious. (photo via tumblr user viktoryar3) http://t.co/Kaf4v4P8dr,http://pbs.twimg.com/media/Bgonh4QCEAANynZ.jpg,Seafood
2218,434409188815425536,True love means snack game on point. Happy V-Day. http://t.co/39kb5lsUY2,http://pbs.twimg.com/media/BgdU2wrCUAAEvRY.png,Soup
2219,434061727777292288,Stylish Denny's employees back in the day. #tbt http://t.co/C7NzvHP5JJ,http://pbs.twimg.com/media/BgYY12cCcAACwyu.jpg,Meat
2220,434037882529910784,Brrrr  it's cold in here/ I said there must be a snowstorm in the atmosphere / Oh-ee-oh-ee-oh /ice  ice  ice. http://t.co/RlHi4cRgN4,http://pbs.twimg.com/media/BgYDJ4_CEAA2h2P.jpg,Seafood
2221,433327526207709185,Happy Birthday Burt Reynolds! Drive that Trans Am to your local Denny s for your free Grand Slam!! ;) http://t.co/xMPL4jLEoS,http://pbs.twimg.com/media/BgN9FteCYAEMG4Y.jpg,Meat
2223,432685964943556608,#TheWalkingDead after-party at our place tonight. No matter what  we're always open. http://t.co/FsHjYiErhs,http://pbs.twimg.com/media/BgE1l7hCAAALUDq.jpg,Dairy product
2224,432579651127361536,Don't worry pals  Denny's has a breakfast themed backup plan: http://t.co/1VqIa1Wbop,http://pbs.twimg.com/media/BgDU5prCQAA3sGi.png,Bread
2225,432265209911070720,Our ideal customer likes jokes  diners  and needs to eat. Know anyone? http://t.co/yRJlch1GGT,http://pbs.twimg.com/media/Bf-26wUCMAAQ6f7.jpg,Bread
2226,431895980649111552,Lego characters are totally welcome at Denny's! Everyone is! http://t.co/yOMLJ5qd6M,http://pbs.twimg.com/media/Bf5nGyICQAAaLyz.jpg,Soup
2227,431572365491724288,Fashion inspiration from the Denny's Spring Collection. http://t.co/JZLQqKemXD,http://pbs.twimg.com/media/Bf1Ax5vCIAAMshn.jpg,Fried food
2229,431189349909016576,Let's just close our eyes and pretend winter is over. http://t.co/293Zj1FgQI,http://pbs.twimg.com/media/BfvkbdYCMAE0sgg.jpg,Bread
2233,430808235881156608,Beep beep! Kids Eat Free on Tuesdays! Vrooom! http://t.co/2aho6JDFaJ,http://pbs.twimg.com/media/BfqJzs8CEAA2vu-.jpg,Vegetable/Fruit
2236,430445815228674048,Want to Build Your Own Skillet? We can't wait to see what you come up with. http://t.co/LG4kJ8R4dz,http://pbs.twimg.com/media/BflAMDICIAEbxrG.jpg,Soup
2240,430170164164710400,D.J. Tanner consoling this bronco on Full House. #fullhorse #supertroll http://t.co/WcobHbVpk3,http://pbs.twimg.com/media/BfhFfDSCUAAClZu.jpg,Fried food
2242,430160637352611841,Betty White totally owning these pee-wee football dudes on Golden Girls rn. #supertroll http://t.co/gwdS2HwVGC,http://pbs.twimg.com/media/Bfg80hKCEAA-mzK.jpg,Egg
2244,430147801851260928,Back on QVC a beautiful pendant that (kind of!) LOOKS LIKE A PANCAKE! #supertroll http://t.co/zZJ71eoK7E,http://pbs.twimg.com/media/BfgxJZLCcAAAo83.jpg,Dessert
2247,430137610015502336,THIS CAT KNOWS EXACTLY WHAT HE'S DOING #supertroll http://t.co/Sjc62iXjKZ,http://pbs.twimg.com/media/Bfgn4JnCcAAkB9f.jpg,Dessert
2252,430126402134757376,Was kind of bummed this Scooby Doo episode wasn't the OG until DEMON. FOOTBALL. PLAYERS. #supertroll http://t.co/HFZ7AGVbvd,http://pbs.twimg.com/media/BfgdrxCCUAA9-TC.jpg,Dairy product
2256,429736111145889792,Fan Food Pic courtesy of tumblr user magicmomma15. Amazing. http://t.co/dNCn6klL67,http://pbs.twimg.com/media/Bfa6t1OCIAAr6D5.jpg,Meat
2257,429372844288389122,The $4 Breakfast Sandwich deserves more than just one spotlight. http://t.co/nMGWXOhLKO,http://pbs.twimg.com/media/BfVwU6rCIAAiLCl.png,Egg
2258,429348254182948864,Happy Birthday @jtimberlake! This could be you! [artistic rendering of JT about to eat his b-day Grand Slam] http://t.co/fXUwFFJqSp,http://pbs.twimg.com/media/BfVZ9mBCQAAjUP4.jpg,Dairy product
2259,428987124298174464,A diner-themed homage to one of our favorite TV shows: http://t.co/iizi3ABhZ1,http://pbs.twimg.com/media/BfQRhEWCUAAG-rx.jpg,Meat
2260,428953938436448256,We found love in a wireless place. http://t.co/XShSNiV0Vc,http://pbs.twimg.com/media/BfPzVZXCYAAd31M.jpg,Soup
2262,428655448472813569,New filters coming to Instagram soon? http://t.co/8vBZJ3iT8Q,http://pbs.twimg.com/media/BfLj2_mCAAARe9e.jpg,Noodles/Pasta
2263,428628820141154304,Happy Birthday  @Oprah! We made a magazine just for you! http://t.co/rDuCWHG2zL,http://pbs.twimg.com/media/BfLLpBVCIAA0dBu.jpg,Bread
2265,428294018024222720,"We should stop here. The kids keep asking if we're there yet. I'm all  ""just a couple more months "" http://t.co/WcC8SLT7et",http://pbs.twimg.com/media/BfGbI9pCQAAJzOA.png,Bread
2266,428276430045057024,Kids Eat Free on Tuesdays. Pretty cool  Tuesday. Pretty cool. http://t.co/odbFwa1iJ3,http://pbs.twimg.com/media/BfGLJNcCYAAE6m1.jpg,Egg
2274,428192360527187968,This is the story of a truly melancholy mix-up. #SadTVShows #OITNBa http://t.co/tJZl6h0kjr,http://pbs.twimg.com/media/BfE-rulCUAEWDln.jpg,Bread
2276,427924152884805632,There's a Fit Fare version of our $4 Breakfast Sandwich and it's light on everything but taste. http://t.co/AjPhs94iWv,http://pbs.twimg.com/media/BfBKv-0CIAAKMdA.jpg,Fried food
2282,427636231384494080,Would you watch our version of @girlsHBO? It's farm fresh. http://t.co/MmFQ4xOFvG,http://pbs.twimg.com/media/Be9E4wECcAAAhmA.jpg,Fried food
2295,427184318021005312,Catch us at Sundance. We encourage sneaking food into the theater. http://t.co/o6AuPojUvh,http://pbs.twimg.com/media/Be2p367CQAAkMka.jpg,Noodles/Pasta
2296,427154072848699392,Sometimes your eyes are bigger than your stomach. Much  much bigger. [photo via tumblr user liamefr13] http://t.co/sUTf3yKVk0,http://pbs.twimg.com/media/Be2OXa_CIAM1rr2.jpg,Rice
2297,426808941385748480,Happy Birthday  Mac! Here's your free Grand Slam. http://t.co/4CAzSODwpH,http://pbs.twimg.com/media/BexUeIZCIAAp10a.jpg,Bread
2309,426459516247347200,Happy National Pie Day! Here is a tribute to pie. And America. And confetti. http://t.co/emShEOLazc,http://pbs.twimg.com/media/BesWq5rCcAA-tlC.jpg,Egg
2310,426172622905159680,Pork + @WorkaholicsCC = a weird freaky show we'd be pretty into  to be honest. #gottabefresh #gottabefreshpork http://t.co/EN27Rxy478,http://pbs.twimg.com/media/BeoRvg0CEAAx44M.png,Rice
2313,425311924155187200,The $4 Fit Fare Breakfast Sandwich. It's healthy. It's breakfast. On a sandwich. And it's four dollars. *faints* http://t.co/3CDGnXMObr,http://pbs.twimg.com/media/BecC8QLCYAASgUd.jpg,Egg
2315,425047641831927809,You can't settle a society without precious  precious commodities. http://t.co/EdAXW4yBZQ,http://pbs.twimg.com/media/BeYSk_0CcAAz2Pb.jpg,Meat
2321,424771333109469184,Here's a relevant but old Drake joke from our archives. #SNL #DrakeOnSNL http://t.co/Bc1k4BoeEs,http://pbs.twimg.com/media/BeUXRuVCUAEi7Od.jpg,Bread
2324,424268729061371905,From the Denny s Culinary Cooking Wondernarium comes the new Peanut Butter Cup Pancake Breakfast! http://t.co/iaYLq9GogV,http://pbs.twimg.com/media/BeNOKTpCAAEhFvs.jpg,Noodles/Pasta
2329,424217804967907328,#confession sometimes we re-touch our photos http://t.co/TS5H4nQJLN,http://pbs.twimg.com/media/Bd9IoQyCMAAtYFq.jpg,Dairy product
2331,423921918077448192,This delectable display courtesy of tumblr user anaraneta19. http://t.co/F9fKV4rZpB,http://pbs.twimg.com/media/BeISvQSCQAAjr_0.jpg,Seafood
2338,423177753966309378,.@jennettemccurdy Brag all you want  this is us right now: http://t.co/562cH1mMS6,http://pbs.twimg.com/media/Bd9t7NZCcAEUIgG.jpg,Dessert
2339,423136746524520449,Found an unreleased collab between America's Diner and America's Boss in a New Jersey Denny's. Love you  Bruce! http://t.co/TS5H4nQJLN,http://pbs.twimg.com/media/Bd9IoQyCMAAtYFq.jpg,Seafood
2352,422562986566230016,Amy Poehler! Parks and Rec! Remember this?! Alright! #GoldenGlobes http://t.co/GVvVYPobZQ,http://pbs.twimg.com/media/Bd0-zCXCIAAJ8aT.jpg,Fried food
2355,422544348622753792,He's not on stage but WE didn't forget about the #1 breakfast fan #GoldenGlobes #BreakingBad http://t.co/VlL4VV8SKa,http://pbs.twimg.com/media/Bd0t2KoCEAAVBiD.png,Seafood
2359,422539725170163713,Can the next Liberace-based film use this as their inspiration? And set it in Denny's? http://t.co/48eSDjG7tc,http://pbs.twimg.com/media/Bd0ppC7CQAABemV.jpg,Egg
2360,422536668399140864,Congrats J. Law  we like your style. #GoldenGlobes http://t.co/Hb7M6DpclS,http://pbs.twimg.com/media/Bd0m3HkCAAAzy3K.png,Seafood
2361,422125927019991040,This nice shot of a milkshake courtesy of tumblr user thenerdyrebel. http://t.co/N058B3Iqi1,http://pbs.twimg.com/media/BduxS0bCQAEyKwC.jpg,Dessert
2365,421454372845785089,.@parksandrecnbc Congrats on your 100th episode! Swing by and #TreatYoSelf #ParksTurns100 http://t.co/RRvTqkbOhF,http://pbs.twimg.com/media/BdlOhOcCEAA2tLQ.jpg,Soup
2366,421404883414032384,Don t worry about the cheese shortage. Denny s is like Fort Knox. But with cheese. #velveetashortage @eatliquidgold http://t.co/IgUoHznC32,http://pbs.twimg.com/media/BdkhgjmCEAAuOse.jpg,Vegetable/Fruit
2378,420646224568406016,#POLARVORTEX: Coming soon to a frozen-over theater near you. http://t.co/fFTvJDVSuS,http://pbs.twimg.com/media/BdZvgy7CcAAMKNq.jpg,Bread
2380,420421241825026048,If it's any consolation Auburn fans  there are 47 chances to win on the way home. #BCSChampionship #BCS http://t.co/2HZbH3kpsY,http://pbs.twimg.com/media/BdWi5FeCYAAc94r.jpg,Fried food
2382,420387974585401344,Guaranteed score. That play works every time. #BCSChampionship http://t.co/T8bm2lPCSB,http://pbs.twimg.com/media/BdWEorWCQAAh4Vg.jpg,Dairy product
2384,420344232096722944,Out with the old BCS and in with the new. And lemme tell ya  the new is good. Really good. Taste-wise at least. http://t.co/XNqzVfzBLj,http://pbs.twimg.com/media/BdVc2hTCcAA-VvP.jpg,Meat
2388,419956610358706176,The Princess can wait until after breakfast. http://t.co/kq2Pvq0XiY,http://pbs.twimg.com/media/BdP8T-BCcAA7NDU.jpg,Soup
2389,419873005745893377,Fill your Dwarven Hall w the spoils of War! Download The Hobbit: Kingdoms of Middle-earth now http://t.co/DUDyYMdZU4 http://t.co/dvhHk0um8A,http://pbs.twimg.com/media/BdOwRioCUAAQRwm.jpg,Fried food
2391,419592945256259584,Would you support a cause like this? http://t.co/1XNIa0mUWc,http://pbs.twimg.com/media/BdKxj3tCYAAEUCx.jpg,Seafood
2392,419329969177645058,The Hobbit: Kingdoms of Middle-earth Desolation of Smaug Expansion Pack is here! http://t.co/DUDyYMdZU4 http://t.co/ymeNK0gxFC,http://pbs.twimg.com/media/BdHCYpSCMAASEkk.png,Rice
2394,419236712829575168,That guy doesn't look fifteen! RT@StephBauerTV Walter White's last breakfast at Denny's.....in this exact seat http://t.co/73wmq4xuw4,http://pbs.twimg.com/media/BdFs7SGCUAAmclk.jpg,Meat
2395,419204326771281920,You may have to do a little digging but I assure you  we're open. http://t.co/JZ3cwWhphR,http://pbs.twimg.com/media/BdFQHS_CQAAMj5v.jpg,Fried food
2396,419158833894670336,A blizzard is a good excuse to cruise your area for hot local singles*. (*Single slices of bread  obviously.) http://t.co/TYSTBtnCD4,http://pbs.twimg.com/media/BdEmvQ6CcAAkfLY.jpg,Fried food
2397,419133039893954561,Hey @HarperPerennial maybe we can collab someday; nothing like coffee and a good book in a diner. http://t.co/Y15mpBYOH7,http://pbs.twimg.com/media/BdEPR3UCQAACo85.jpg,Rice
200,1057284904021565441,How do make a bacon cheeseburger better? You make it S Awesome. Get the new S Awesome Bacon Classic today! https://t.co/GRMr9ppTWp,http://pbs.twimg.com/media/Dqw7AlPX4AAbNh-.jpg,Seafood
